type,country,species,injury,date,sex,fatal
Sea Disaster,AUSTRALIA,14' shark,"cause of death most likely drowning, remains recovered in shark",13-Dec-1884,M,False
Provoked,FRANCE,10' shark,fatal            leg severed by harpooned shark provoked incident,Reported 08-Dec-1884,F,True
Unprovoked,USA,White shark,hand bitten,Reported 28-Aug-1884,M,False
Invalid,USA,Questionable,unclear if he sustained any injury from the 7' shark,18-Aug-1884,M,False
Unprovoked,BRAZIL,White shark,fatal,Reported 28-Apr-1884,M,True
Unprovoked,SOUTH AFRICA,White shark,fatal,16-Jan-1884,M,True
Unprovoked,AUSTRALIA,Said to involve 2 sharks,fatal,14-Jan-1884,F,True
Unprovoked,AUSTRALIA,White shark,fatal,19-Dec-1883,M,True
Unprovoked,USA,White shark,fatal,Reported 18-Dec-1883,M,True
Unprovoked,URUGUAY,White shark,fatal,Reported 20-Oct-1883,M,True
Unprovoked,USA,White shark,fatal,Reported 19-Oct-1883,M,True
Unprovoked,AUSTRALIA,White shark,fatal,Reported 14-Sep-1883 (probably happened Ca. 1843/1844),M,True
Provoked,GEORGIA,7' shark,leg injured by hooked shark provoked incident,05-Jul-1883,M,False
Unprovoked,AUSTRALIA,White shark,arm severed,Reported 26-Feb-1883,M,False
Unprovoked,AUSTRALIA,White shark,fatal,Reported 25-Feb-1883,M,True
Unprovoked,AUSTRALIA,White shark,fatal,21-Jan-1883,M,True
Unprovoked,PACIFIC OCEAN,14' shark,"fatal, remains recovered from 2 sharks",1883,M,True
Unprovoked,USA,White shark,fatal,Summer of 1883,M,True
Invalid,USA,Shark involvement prior to death unconfirmed,"body found with arm severed by shark, but shark involvement prior to death was uncomfirmed",1883,M,False
Unprovoked,USA,a school of sharks,fatal,1883,M,True
Provoked,NEW ZEALAND,4' to 5' shark,hand severely nipped provoked incident,03-Dec-1882,M,False
Unprovoked,NEW ZEALAND,White shark,sole of foot bitten,12-Nov-1882,M,False
Unprovoked,NEW ZEALAND,White shark,lacerations to thigh,12-Nov-1882,M,False
Unprovoked,JAPAN,White shark,lacerations to elbows &  knees,Sep-1882,M,False
Unprovoked,AUSTRALIA,White shark,laceration to calf,14-May-1882,M,False
Unprovoked,AUSTRALIA,White shark,fatal      torso bitten,Reported 12-May-1882,M,True
Unprovoked,AUSTRALIA,White shark,fatal,15-Apr-1882,M,True
Unprovoked,AUSTRALIA,White shark,fatal                       thigh bitten,Reported  07-Feb-1882,M,True
Unprovoked,AUSTRALIA,White shark,fatal,Reported 23-Jan-1882,M,True
Unprovoked,ATLANTIC OCEAN,White shark,fatal,Reprted 05-Jan-1882,M,True
Unprovoked,USA,White shark,"no injury, sack rammed by shark & shark  harassed him when he surfaced",1882,M,False
Unprovoked,AUSTRALIA,White shark,survived,1882,M,False
Invalid,AUSTRALIA,Shark involvement prior to death unconfirmed,shark involvement suspected but not confirmed,13-Nov-1881,M,False
Invalid,USA,Shark involvement prior to death unconfirmed,fatal,16-Oct-1881,M,True
Unprovoked,USA,White shark,"fatal, possible post-mortem bites",05-Sep-1881,M,True
Unprovoked,USA,White shark,"no injury, overalls ripped by shark",12-Aug-1881,M,False
Unprovoked,USA,White shark,fatal,13-Jun-1881,M,True
Watercraft,ITALY,White sharks,non-fatal,Ca. 1881,M,True
Unprovoked,AUSTRALIA,Bull shark,"feet bitten, surgically amputated fatal",25-Nov-1880,M,True
Sea Disaster,AUSTRALIA,White shark,"disappeared, thought to have murdered or drowned or  taken by a sharks after entrails washed ashore",10-Oct-1880,M,False
Unprovoked,MOZAMBIQUE,White shark,legs severed fatal,08-Aug-1880,M,True
Watercraft,USA,10' shark,"shark bit stern, no injury to occupant",25-Jul-1880,M,False
Unprovoked,INDIA,White shark,"left hand severed, arm & right calf injured",15-May-1880,M,False
Unprovoked,INDIA,White shark,"hands, forearm & left thigh lacerated, radial artery severed",14-May-1880,F,False
Invalid,MEXICO,Shark involvement prior to death unconfirmed,"human remains recovered from a 15' shark, probable scavenging",Reported 07-May-1880,M,False
Unprovoked,INDIA,White shark,"fatal, left forearm & hand bitten, brachial artery severed, died of secondary hemorrhage 11 days later",02-May-1880,M,True
Unprovoked,INDIA,White shark,"fatal, right leg severed at mid-thigh, femur severed",02-May-1880,M,True
Unprovoked,AUSTRALIA,White shark,lacerations to leg,03-Jan-1880,F,False
Invalid,SYRIA,Shark involvement prior to death unconfirmed,fatal,1880?,M,True
Invalid,USA,Invalid,"drowned, body scavenged by shark",Ca. 1880,M,False
Unprovoked,SOLOMON ISLANDS,White shark,"arm & leg severed, survived",Ca. 1880,M,False
Unprovoked,NEW ZEALAND,White shark,recovered,1880,M,False
Unprovoked,INDIA,3 sharks,fatal,24-Dec-1879,M,True
Unprovoked,AUSTRALIA,White shark,thigh bitten,10-Nov-1879,M,False
Sea Disaster,FIJI,White shark,"severely bitten on heel, 20 others taken by sharks",Reported 30-Aug-1879,M,False
Unprovoked,USA,White shark,no details,3-Jul-1879,M,False
Unprovoked,NEW ZEALAND,White shark,fatal,19-Mar-1879,M,True
Invalid,AUSTRALIA,Shark involvement prior to death unconfirmed,partial  remains found in shark,10-Mar-1879,M,False
Unprovoked,USA,Tiger shark,fatal,1879,M,True
Unprovoked,AUSTRALIA, a small shark,laceration to leg,17-Nov-1878,M,False
Unprovoked,INDONESIA,15' shark,fatal,Reported 24-Oct-1878,M,True
Provoked,USA,White shark,leg bitten by netted shark provoked incident,Reported 14-Sep-1878,M,False
Sea Disaster,SOUTH ATLANTIC OCEAN,White shark,du val's leg was bitten but he survived,02-Sep-1878,M,False
Sea Disaster,SOUTH ATLANTIC OCEAN,White shark,"fatal, 2 of the crew were killed by sharks",02-Sep-1878,M,True
Unprovoked,USA,8' shark,fatal?,09-Aug-1878,M,True
Unprovoked,USA,White shark,fatal,08-Aug-1878,M,True
Unprovoked,PHILIPPINES,White shark,fatal,10-Jun-1978,F,True
Unprovoked,NEW GUINEA,White shark,"""fearfully injured""",Reported 30-March-1878,M,False
Sea Disaster,SOUTH AFRICA,White shark,"fatal, shark removed large part of his hip",13-Feb-1878,M,True
Sea Disaster,BRAZIL,White shark,fatal,02-Feb-1878,M,True
Unprovoked,AUSTRALIA,White shark,"fatal, leg severed",1878,M,True
Unprovoked,AUSTRALIA,White shark,leg severely bitten & later surgically amputated,15-Dec-1877,M,False
Unprovoked,AUSTRALIA,White shark,fatal,12-Dec-1877,M,True
Unprovoked,AUSTRALIA,13' shark,"no injury, pulled overboard by a shark that grabbed his coat",15-Sep-1877,M,False
Invalid,INDIAN OCEAN,Shark involvement prior to death unconfirmed,partial human remains found in 13' shark,Reported 28-Aug-1877,M,False
Provoked,AUSTRALIA,7-gill shark,fingers injured by landed shark provoked incident, 07-Apr-1877,M,False
Unprovoked,AUSTRALIA,White shark,thigh & foot bitten,04-Apr-1877,M,False
Unprovoked,ITALY,White shark,3 ribs broken by shark's tail,16-Mar-1877,M,False
Unprovoked,FIJI,White shark,"thigh severely bitten, femur exposed", 11-Mar-1877,M,False
Unprovoked,AUSTRALIA,White shark,severe bite to hand,Reported 17-Feb-1877,M,False
Unprovoked,AUSTRALIA,White shark,fatal,  28-Jan-1877,M,True
Unprovoked,AUSTRALIA,6' shark,ankle injured,Reported 24-Jan-1877,F,False
Invalid,SOUTH AFRICA,Shark involvement prior to death unconfirmed,"although his body was bitten by a shark/s, bruises on his neck & face suggested foul play & a shipmate taken into custody but no charges made",04-Jan-1877,M,False
Unprovoked,INDIA,White shark,"thigh severely bitten, femur exposed & grooved",Before 1878,M,False
Unprovoked,USA,White shark,fatal,Reported 13-Oct-1876,M,True
Unprovoked,GREECE,White shark,fatal,Reported 07-Sep-1876,M,True
Unprovoked,USA,White shark,leg bitten,Reported 04-Jun-1876,M,False
Unprovoked,AUSTRALIA,White shark,fatal,14-May-1876,M,True
Unprovoked,AUSTRALIA,White shark,"fatal, rescued by man on horseback, but died on the beach",06-Feb-1876,M,True
Unprovoked,LEBANON,White shark,fatal,1876,M,True
Unprovoked,ENGLAND,Blue or porbeagle shark,leg abraded,1876,M,False
Unprovoked,AUSTRALIA,White shark,"""severely bitten"" but survived",1876,M,False
Unprovoked,AUSTRALIA,White shark,"fatal, ""his side was  bitten""",1876,M,True
Unprovoked,AUSTRALIA,White shark,foot severed at ankle,Reported 27-Nov-1875,M,False
Unprovoked,NEW ZEALAND,White shark,fatal,03-Mar-1875,M,True
Invalid,AUSTRALIA,Shark involvement questionable,forehead bitten,Reported 20-Jan-1875,M,False
Unprovoked,AUSTRALIA,Tiger Shark,legs bitten,30-Nov-1874,M,False
Unprovoked,AUSTRALIA,10' shark,thigh bitten,21-Nov-1874,M,False
Unprovoked,AUSTRALIA,White shark,fatal,Ca. mid-1870s,M,True
Unprovoked,USA,White shark,thumb & thigh lacerated,Reported 15-Jul-1874,M,False
Unprovoked,USA,"68"" shark",lacerations to groin,15-Jul-1874,M,False
Unprovoked,MEXICO,White shark,fatal,Reported 18-Jun- 1874,M,True
Unprovoked,KIRIBATI,White shark,fatal,Reported 15-Jun-1874,M,True
Sea Disaster,HONDURAS,White shark,fatal,June 1874,M,True
Watercraft,CANADA,White shark,shark bit & tipped the dory,Reported 20-Apr-1874,M,False
Unprovoked,AUSTRALIA,White shark,thigh  severely bitten,09-Jan- 1874,M,False
Provoked,USA,White shark,leg severely bitten by netted shark. lower leg surgically amputated provoked incident,28-Jul-1873,M,False
Invalid,AUSTRALIA,Shark involvement prior to death unconfirmed,fatal,Reported 09-Jun-1873,M,True
Unprovoked,AUSTRALIA,Hammerhead shark,survived,Reported 09-Jan-1873,M,False
Unprovoked,CUBA,White shark,"legs severed bitten, later surgically amputated",Nov- or Dec-1873,M,False
Unprovoked,INDIAN OCEAN?,White shark,fatal,Reported 30-Nov-1872,M,True
Invalid,AZORES,White shark,"no injury, but according to fosdyk, captain & crew were killed by sharks",24-Nov-1872,M,False
Sea Disaster,BAHAMAS,White shark,fatal,10-Oct-1872,M,True
Invalid,CROATIA,Invalid,no injury,Reported 07-Aug-1872,M,False
Unprovoked,USA,White shark,"thigh bitten, shark teeth embedded in canoe",Reported 03-Apr-1872,M,False
Invalid,Fiji,Shark involvement prior to death unconfirmed,probable drowning,28-Jan-1872,M,False
Sea Disaster,SOUTH ATLANTIC OCEAN,White shark,leg bitten,Circa 1872,M,False
Invalid,AUSTRALIA,Shark involvement prior to death unconfirmed,human remains recovered from 11' shark,Reported 11-Dec-1871,M,False
Unprovoked,USA,White shark,limbs severed,Reported 29-Aug-1871,M,False
Provoked,USA,White shark,hand injured provoked incident,Aug-1871,M,False
Unprovoked,SRI LANKA,White shark,severe laceration to thigh,Reported 22-May-1871,M,False
Invalid,GUYANA,White shark,fatal,Reported 13-May 1871,M,True
Unprovoked,INDIA,White shark,"fatal, left thigh & buttock bitten, died of pneumonia 7 weeks later",24-Mar-1871,M,True
Unprovoked,AUSTRALIA,White shark,"fatal, ""caught by legs""",1871,M,True
Unprovoked,AUSTRALIA,White shark,survived,Before 1871,M,False
Unprovoked,AUSTRALIA,Wobbegongs,feet grabbed,Before 1871,M,False
Unprovoked,USA,White shark,foot bitten & toe severed,27-Jul-1870,M,False
Unprovoked,INDIA,White shark,"left arm bitten, developed gangrene, surgically amputated",19-Jun-1870,M,False
Unprovoked,INDIA,White shark,"right foot & leg bitten, surgically amputated",01-Jun-1870,M,False
Unprovoked,AUSTRALIA,White shark,bite to lower leg,Reported 26-May-1870,M,False
Unprovoked,INDIA,White shark,4 irregular lacerated wounds on right arm,18-May-1870,M,False
Unprovoked,INDIA,White shark,3 lacerated irregular wounds on anterior left thigh,11-May-1870,M,False
Unprovoked,AUSTRALIA,White shark,right thigh bitten,09-Jan-1870,M,False
Invalid,AUSTRALIA,White shark,shark bit canoe in half & bit man. note: there is an earlier story of fatal shark attack in same river,Early 1870s,M,True
Unprovoked,AUSTRALIA,"Tiger shark, 7'",foot bitten,Reported 15-Apr-1869,M,False
Unprovoked,ITALY,White shark,fatal,01-Sep-1868,M,True
Unprovoked,INDIA,Identified as C. gangeticus by Dr. J. Fayrer,"fatal, upper left thigh, groin & buttocks severely bitten, leg surgically amputated at the hip",13-May-1868,M,True
Sea Disaster,VIETNAM,White shark,fatal,17-Jan-1868,M,True
Unprovoked,AUSTRALIA,White shark,fatal,"Reported 24-Oct-1888, but took place around 1868",M,True
Unprovoked,NEW ZEALAND,"""Shark caught later""",thigh bitten,1868 (?),M,False
Unprovoked,EGYPT,White shark,fatal,Reported 22-Aug-1867,M,True
Unprovoked,MEXICO,White shark,fatal,Aug-1867,M,True
Sea Disaster,CUBA,White shark,fatal,26-Jun-1867,M,True
Unprovoked,CUBA,White shark,"fatal, pulled off float by shark, body not recovered",1867,M,True
Unprovoked,USA,White shark,fatal,Reported 09-Jul-1866,M,True
Invalid,AUSTRALIA,Shark involvement prior to death unconfirmed,thought to have been taken by a shark. body was not recovered,Reported 24-Apr-1866,M,False
Unprovoked,USA,White shark,multiple lacerations,02-Sep-1865,M,False
Unprovoked,USA,White shark,fatal,Reported 14-Jul-1865,M,True
Watercraft,SOUTH AFRICA,White shark,"fatal: boat capsized, sharks took fishermen",Reported 01-Mar-1865,M,True
Sea Disaster,USA,White shark,fatal,02-Oct-1864,M,True
Provoked,FRANCE,1.5 m shark,knee bitten provoked incident,Reported 18-Sep-1864,M,False
Unprovoked,SCOTLAND,3' shark,leg bitten 3 times,Sep-1864,M,False
Unprovoked,USA,White shark,left thigh severely bitten,12-Aug-1864,M,False
Unprovoked,MADAGASCAR,White shark,fatal,Aug-1864,M,True
Unprovoked,SPAIN,White shark,fatal,25-Jul-1864,M,True
Unprovoked,MAURITIUS,White shark,fatal,May-1864,M,True
Unprovoked,CHINA,White shark,no injury,09-Apr-1864,M,False
Unprovoked,MAURITIUS,White shark,fatal,Apr-1864,M,True
Unprovoked,PANAMA,White shark,fatal,Reported 27-Jan-1864,M,True
Unprovoked,NEW ZEALAND,White shark,fatal,Reported 16-Jan-1864,M,True
Unprovoked,NEW ZEALAND,White shark,minor injury to hip,02-Jan-1864,M,False
Unprovoked,INDONESIA,White shark,fatal,1864,M,True
Invalid,AUSTRALIA,Shark involvement prior to death unconfirmed,presumed fatal,1864,M,True
Unprovoked,GUINEA,White shark,"fatal ""most of leg torn away . . .  buried on island of deloss on the west coast of africa""",14-Dec-1863,M,True
Unprovoked,USA,White shark,thrown into the air & bruised,Reported 13-Sep-1863,M,False
Provoked,USA,White shark,hand severed by noosed shark provoked incident,Reported 09-Jul-1863,M,False
Unprovoked,AUSTRALIA,2 sharks,fatal,Apr-1863,M,True
Unprovoked,AUSTRALIA,White shark,lacerations to right torso & ankle,05-Mar-1863,M,False
Invalid,SOUTH AFRICA,Shark involvement prior to death unconfirmed,3.2 m [10.5'] shark caught 9 days later contained human remains thought to be those of canham,05-Feb-1863,M,False
Unprovoked,AUSTRALIA,White shark,fatal,10-Jan-1863,M,True
Unprovoked,ANDAMAN ISLANDS,White shark,fatal,1863,M,True
Unprovoked,CEYLON,White shark,fatal,1863,M,True
Unprovoked,CEYLON,White shark,fatal,1863,M,True
Unprovoked,GREECE,White shark,fatal,Reported 1863,M,True
Unprovoked,NEW ZEALAND,White shark,right thigh and left foot severely bitten,22-Dec-1862,M,False
Unprovoked,AUSTRALIA,White shark,fatal,Reported 19-Dec-1862,M,True
Unprovoked,SPAIN,White shark,survived,Reported 15-Aug-1862,F,False
Invalid,SPAIN,Shark involvement prior to death unconfirmed,possible drowning and scavenging,Reported 02-Aug-1862,M,False
Unprovoked,SPAIN,White shark,fatal,25-Jul-1862,M,True
Unprovoked,SPAIN,16' shark,fatal,14-Jul-1862,M,True
Unprovoked,SPAIN,16' shark,fatal,13-Jul-1862,M,True
Unprovoked,SOUTH AFRICA,White shark,"""very severe wounds""",03-Jun-1862,M,False
Unprovoked,SOUTH AFRICA,White shark,lacerations,05-May-1862,M,False
Unprovoked,USA,White shark,ankle bitten,Circa 1862,F,False
Unprovoked,JAPAN,White shark,fatal,1862,M,True
Unprovoked,SINGAPORE,White shark,fatal,10-Nov-1861,M,True
Unprovoked,CUBA,White shark,lacerations,Reported 25-Sep-1861,M,False
Unprovoked,NEW ZEALAND,White shark,"""severely bitten but recovered""",Mar-1861,M,False
Unprovoked,EQUATORIAL GUINEA / CAMEROON,White shark,fatal,Reported 12-Feb-1861,M,True
Unprovoked,AUSTRALIA,White shark,lacerations to fingers,Reported 15-Jan-1861,M,False
Unprovoked,AUSTRALIA,White shark,lacerations to leg,26-Dec-1860,M,False
Sea Disaster,CANADA,White shark,fatal x 2,Oct-1860,M,True
Unprovoked,USA,White shark,toe severed,01-Aug-1860,M,False
Unprovoked,NEW ZEALAND,White shark,"leg bitten, surgically amputated",Apr-1860,M,False
Unprovoked,NEW ZEALAND,"4' ""ground shark""",fatal foot & leg bitten,Apr-1860,M,True
Sea Disaster,COOK ISLANDS,White shark,probable drowning,27-Mar-1860,M,False
Unprovoked,BAHAMAS,Remains recovered from shark caught days later,fatal,11-Mar-1860,M,True
Unprovoked,USA,White shark,fatal,16-Mar-1859,M,True
Invalid,USA,Shark involvement prior to deaths unconfirmed,thought to have been taken by a shark/s. bodies not  recovered,23-Aug-1858,M,False
Invalid,USA,Shark involvement prior to death unconfirmed,thought to have been taken by a shark/s. body not  recovered,17-Aug-1858,M,False
Unprovoked,TOBAGO,White shark,"leg bitten, surgically amputated",04-Apr-1858,M,False
Unprovoked,AUSTRALIA,White shark,fatal,14-Mar-1858,M,True
Unprovoked,USA,White shark,fatal,Reported 14-Jan 1858,M,True
Unprovoked,TONGA,White shark,fatal,Reported 09-Jan-1858,M,True
Unprovoked,USA,White shark,fatal,05-May-1857,M,True
Unprovoked,FIJI,White shark,fatal,Reported 25-Nov-1856,M,True
Unprovoked,ENGLAND,White shark,survived,Reported 21-Jun-1856,M,False
Unprovoked,AUSTRALIA,White shark,severe bite to thigh. not known if he survived,06-Feb-1856,M,False
Unprovoked,AUSTRALIA,White shark,fatal,11-Nov-1855,M,True
Sea Disaster,USA,White shark,foot bitten,30-Sep-1855,M,False
Unprovoked,AUSTRALIA,White shark,fatal,Reported 09-Apr-1855,F,True
Unprovoked,AUSTRALIA,White shark,fatal,28-Mar-1855,M,True
Unprovoked,SOLOMON ISLANDS,White shark,fatal,Reported 12-Feb-1855,M,True
Invalid,AUSTRALIA,Invalid,"no injury & although reported as an attack, it  was simply an encounter",Circa 1855,M,False
Unprovoked,AUSTRALIA,White shark,leg bitten,08-Nov-1853,M,False
Unprovoked,USA,White shark,no injury. copper breastplate & harness bitten,28-Sept-1853,M,False
Unprovoked,USA,Tiger shark (pregnant),fatal,Reported 13-Jul-1853,M,True
Unprovoked,GREECE,234-lb shark,leg severed at knee,29-Apr-1853,M,False
Unprovoked,AUSTRALIA,White shark,fatal,1853,M,True
Unprovoked,USA,White shark,"no injury, copper breastplate punctured",Sep or Oct-1853,M,False
Invalid,USA,Shark involvement prior to death unconfirmed,his gold watch was later found in a shark but death may have been due to drowning,1853 ,M,False
Unprovoked,USA,White shark,fatal,1853 or 1854,M,True
Invalid,AUSTRALIA,Shark involvement prior to death unconfirmed,shark involvement prior to death was not confirmed,19-Dec-1852,M,False
Provoked,PACIFIC OCEAN,White shark,foot bitten by hooked shark provoked incident,Reported 23-Oct-1852,M,False
Unprovoked,AUSTRALIA,White shark,fatal,Reported 09-Oct-1852,M,True
Unprovoked,TONGA,White shark,fatal,07-Aug-1852,M,True
Unprovoked,USA,White shark,fatal,Aug-1852,M,True
Invalid,ATLANTIC OCEAN,Invalid,death preceded shark involvement,28-Jul-1952,F,False
Unprovoked,SOUTH AFRICA,White shark,fatal,24-May-1852,M,True
Sea Disaster,SOUTH AFRICA,White sharks,"fatal. all of the women & children on board survived, but many of the 445 men that perished were taken by sharks",26-Feb-1852,M,True
